source_id,source_type,source_path_or_url,audit_status,current_title,meta_description,chapter,content_kind,reuse_action,duplicate_group,split_recommendation,recommended_lesson_title,recommended_featured_image,tags,search_keywords,related_lessons,notes
https-www-childactor101-com-101-blog-extra-tips-to-book-from-a-self-tape,blog_article,https://www.childactor101.com/101-blog/extra-tips-to-book-from-a-self-tape,audited_from_live_site,Extra Tips To Book From A Self Tape,Existing Child Actor 101 source content that fits the Auditions chapter and should be reviewed for classroom reuse around the topic: Extra Tips To Book From A Self Tape.,Auditions,lesson_candidate,update_or_extract_supporting_lessons,,Keep as one lesson unless review reveals multiple distinct parent questions.,Extra Tips To Book From A Self Tape,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/a821cddc-a06a-4be1-b6bc-ab3e9c863bd0/08778787-B33B-4844-A926-BB278681EC7C.jpeg,"auditions, extra, tips, book, self, tape","Extra Tips To Book From A Self Tape, Auditions, auditions, extra, tips, book, self, tape","Actors Say Something Underneath Their Auditions, Allison Jones On Casting Actors Golden Advice From A Legend, Audition And Forget It Why Letting Go Is A Child Actors Superpower",Imported from the live Squarespace blog.
docs-level-up-module-08-md-how-to-build-a-better-audition-slate,internal_source_doc,docs/level-up/module-08.md,audited_from_repo_source,How To Build a Better Audition Slate,Internal curriculum source material saved from LEVEL UP for future lesson extraction.,Auditions,source_doc,divide_into_multiple_standalone_lessons,,Split by heading and by each single parent question answered in the source.,How To Build a Better Audition Slate,/images/home-hero.jpg,"auditions, build, better, audition, slate","How To Build a Better Audition Slate, Auditions, auditions, build, better, audition, slate","Actors Say Something Underneath Their Auditions, Allison Jones On Casting Actors Golden Advice From A Legend, Audition And Forget It Why Letting Go Is A Child Actors Superpower",Break into the smallest practical standalone lessons possible from source sections.
https-www-childactor101-com-101-blog-how-to-help-your-child-actor-self-tape-auditions-while-traveling-a-parents-guide-to-taping-in-a-hotel-room,blog_article,https://www.childactor101.com/101-blog/how-to-help-your-child-actor-self-tape-auditions-while-traveling-a-parents-guide-to-taping-in-a-hotel-room,audited_from_live_site,How To Help Your Child Actor Self Tape Auditions While Traveling A Parents Guide To Taping In A Hotel Room,Existing Child Actor 101 source content that fits the Auditions chapter and should be reviewed for classroom reuse around the topic: How To Help Your Child Actor Self Tape Auditions While Traveling A Parents Guide To Taping In A Hotel Room.,Auditions,lesson_candidate,import_as_is_or_lightly_update,self-tape-technical-setup,Keep one canonical lesson and merge overlapping material from duplicate sources.,How To Help Your Child Actor Self Tape Auditions While Traveling A Parents Guide To Taping In A Hotel Room,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/d54a25e9-a23a-4e07-a987-535e07609860/IMG_1258.jpeg,"auditions, help, self, tape, while, traveling, parents, taping","How To Help Your Child Actor Self Tape Auditions While Traveling A Parents Guide To Taping In A Hotel Room, Auditions, auditions, help, self, tape, while, traveling, parents, taping","Self Tape Equipment For Child Actors, Selftapesound, Time To Re Think Your Self Tape Backdrop And Get One These For Under 20",Imported from the live Squarespace blog.
docs-level-up-module-08-md-how-to-use-a-slate-shot-well,internal_source_doc,docs/level-up/module-08.md,audited_from_repo_source,How To Use a Slate Shot Well,Internal curriculum source material saved from LEVEL UP for future lesson extraction.,Auditions,source_doc,divide_into_multiple_standalone_lessons,,Split by heading and by each single parent question answered in the source.,How To Use a Slate Shot Well,/images/home-hero.jpg,"auditions, use, slate, shot, well","How To Use a Slate Shot Well, Auditions, auditions, use, slate, shot, well","Actors Say Something Underneath Their Auditions, Allison Jones On Casting Actors Golden Advice From A Legend, Audition And Forget It Why Letting Go Is A Child Actors Superpower",Break into the smallest practical standalone lessons possible from source sections.
https-www-childactor101-com-101-blog-introducing-self-tape-review-your-personalized-audition-feedback-service,blog_article,https://www.childactor101.com/101-blog/introducing-self-tape-review-your-personalized-audition-feedback-service,audited_from_live_site,Introducing Self Tape Review Your Personalized Audition Feedback Service,Existing Child Actor 101 source content that fits the Auditions chapter and should be reviewed for classroom reuse around the topic: Introducing Self Tape Review Your Personalized Audition Feedback Service.,Auditions,lesson_candidate,update_or_extract_supporting_lessons,,Keep as one lesson unless review reveals multiple distinct parent questions.,Introducing Self Tape Review Your Personalized Audition Feedback Service,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/272cbbe0-9b70-4716-a3e1-4aa504cafa69/IMG_0714.jpg,"auditions, introducing, self, tape, review, personalized, audition, feedback","Introducing Self Tape Review Your Personalized Audition Feedback Service, Auditions, auditions, introducing, self, tape, review, personalized, audition, feedback","Actors Say Something Underneath Their Auditions, Allison Jones On Casting Actors Golden Advice From A Legend, Audition And Forget It Why Letting Go Is A Child Actors Superpower",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-keep-it-or-click-delete-the-great-self-tape-debate,blog_article,https://www.childactor101.com/101-blog/keep-it-or-click-delete-the-great-self-tape-debate,audited_from_live_site,Keep It Or Click Delete The Great Self Tape Debate,Existing Child Actor 101 source content that fits the Auditions chapter and should be reviewed for classroom reuse around the topic: Keep It Or Click Delete The Great Self Tape Debate.,Auditions,lesson_candidate,import_as_is_or_lightly_update,self-tape-selection,Keep one canonical lesson and merge overlapping material from duplicate sources.,Keep It Or Click Delete The Great Self Tape Debate,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/b3e6fdc6-8f02-4a7c-905f-9cb72914ae0e/Image.png,"auditions, keep, click, delete, great, self, tape, debate","Keep It Or Click Delete The Great Self Tape Debate, Auditions, auditions, keep, click, delete, great, self, tape, debate","Child Actor Self Tapes Which Take Should You Actually Send, Actors Say Something Underneath Their Auditions, Allison Jones On Casting Actors Golden Advice From A Legend",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-misconceptions-actors-have-about-the-casting-process,blog_article,https://www.childactor101.com/101-blog/misconceptions-actors-have-about-the-casting-process,audited_from_live_site,Misconceptions Actors Have About The Casting Process,Existing Child Actor 101 source content that fits the Auditions chapter and should be reviewed for classroom reuse around the topic: Misconceptions Actors Have About The Casting Process.,Auditions,lesson_candidate,import_as_is_or_lightly_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,Misconceptions Actors Have About The Casting Process,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/1642674327147-B8YQYJ2UG5EC7W4N5DLW/unsplash-image-pf260nvegoQ.jpg,"auditions, misconceptions, have, about, casting, process","Misconceptions Actors Have About The Casting Process, Auditions, auditions, misconceptions, have, about, casting, process","Actors Say Something Underneath Their Auditions, Allison Jones On Casting Actors Golden Advice From A Legend, Audition And Forget It Why Letting Go Is A Child Actors Superpower",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-navigating-the-nerve-wracking-world-of-series-regular-casting-test-deals-a-guide-for-parents-of-child-actors,blog_article,https://www.childactor101.com/101-blog/navigating-the-nerve-wracking-world-of-series-regular-casting-test-deals-a-guide-for-parents-of-child-actors,audited_from_live_site,Navigating The Nerve Wracking World Of Series Regular Casting Test Deals A Guide For Parents Of Child Actors,Existing Child Actor 101 source content that fits the Auditions chapter and should be reviewed for classroom reuse around the topic: Navigating The Nerve Wracking World Of Series Regular Casting Test Deals A Guide For Parents Of Child Actors.,Auditions,lesson_candidate,import_as_is_or_lightly_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,Navigating The Nerve Wracking World Of Series Regular Casting Test Deals A Guide For Parents Of Child Actors,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/5ef26b07-0029-4692-be61-48457d4c33ee/59159CF0-31F5-4D4E-86BE-38418B066C94.jpeg,"auditions, navigating, nerve, wracking, world, series, regular, casting","Navigating The Nerve Wracking World Of Series Regular Casting Test Deals A Guide For Parents Of Child Actors, Auditions, auditions, navigating, nerve, wracking, world, series, regular, casting","Actors Say Something Underneath Their Auditions, Allison Jones On Casting Actors Golden Advice From A Legend, Audition And Forget It Why Letting Go Is A Child Actors Superpower",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-self-tape-equipment-for-child-actors,blog_article,https://www.childactor101.com/101-blog/self-tape-equipment-for-child-actors,audited_from_live_site,Self Tape Equipment For Child Actors,Existing Child Actor 101 source content that fits the Auditions chapter and should be reviewed for classroom reuse around the topic: Self Tape Equipment For Child Actors.,Auditions,lesson_candidate,import_as_is_or_lightly_update,self-tape-technical-setup,Keep one canonical lesson and merge overlapping material from duplicate sources.,Self Tape Equipment For Child Actors,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/c5d90483-5662-43bb-83ea-cfb2b4206016/Screenshot+2025-04-05+at+12.23.28%E2%80%AFAM.png,"auditions, self, tape, equipment","Self Tape Equipment For Child Actors, Auditions, auditions, self, tape, equipment","How To Help Your Child Actor Self Tape Auditions While Traveling A Parents Guide To Taping In A Hotel Room, Selftapesound, Time To Re Think Your Self Tape Backdrop And Get One These For Under 20",Imported from the live Squarespace blog.
hub-self-tape-feedback,hub_page,https://www.childactor101.com/self-tape-feedback,audited_from_sitemap_and_page_title,Self Tape Feedback,Existing public content hub or product page that can feed the classroom ecosystem.,Auditions,content_hub,update_into_index_or_resource_hub,,"Use as a supporting resource hub, not as a classroom lesson unless the page contains standalone educational sections.",Self Tape Feedback,/images/home-hero.jpg,"auditions, self, tape, feedback","Self Tape Feedback, Auditions, auditions, self, tape, feedback","Actors Say Something Underneath Their Auditions, Allison Jones On Casting Actors Golden Advice From A Legend, Audition And Forget It Why Letting Go Is A Child Actors Superpower",Review page sections for importable educational subsections.
https-www-childactor101-com-101-blog-should-your-child-do-a-virtual-casting-appointment-or-a-self-tape,blog_article,https://www.childactor101.com/101-blog/should-your-child-do-a-virtual-casting-appointment-or-a-self-tape,audited_from_live_site,Should Your Child Do A Virtual Casting Appointment Or A Self Tape,Existing Child Actor 101 source content that fits the Auditions chapter and should be reviewed for classroom reuse around the topic: Should Your Child Do A Virtual Casting Appointment Or A Self Tape.,Auditions,lesson_candidate,import_as_is_or_lightly_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,Should Your Child Do A Virtual Casting Appointment Or A Self Tape,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/b42c5bc6-9b44-4ffe-b2ba-9b90460e7ee2/pixar-style-illustration-of-a-parent-loo_1J8GZzCHT1uTC69VvjjT9g_ZhcP4KM-TT-u_DjcA_7BTw.png,"auditions, should, virtual, casting, appointment, self, tape","Should Your Child Do A Virtual Casting Appointment Or A Self Tape, Auditions, auditions, should, virtual, casting, appointment, self, tape","Actors Say Something Underneath Their Auditions, Allison Jones On Casting Actors Golden Advice From A Legend, Audition And Forget It Why Letting Go Is A Child Actors Superpower",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-the-power-of-the-parent-reader-in-child-actor-self-tape-auditions,blog_article,https://www.childactor101.com/101-blog/the-power-of-the-parent-reader-in-child-actor-self-tape-auditions,audited_from_live_site,The Power Of The Parent Reader In Child Actor Self Tape Auditions,Existing Child Actor 101 source content that fits the Auditions chapter and should be reviewed for classroom reuse around the topic: The Power Of The Parent Reader In Child Actor Self Tape Auditions.,Auditions,lesson_candidate,import_as_is_or_lightly_update,,Keep as one lesson unless review reveals multiple distinct parent questions.,The Power Of The Parent Reader In Child Actor Self Tape Auditions,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/f35e74f8-7560-44ae-adbe-40d2371cbc55/dickwhimsy_A_Pixar-style_illustration_of_a_young_actor_and_thei_5c00eb30-112c-4f97-987b-8754da1c3729.png,"auditions, power, parent, reader, self, tape","The Power Of The Parent Reader In Child Actor Self Tape Auditions, Auditions, auditions, power, parent, reader, self, tape","Actors Say Something Underneath Their Auditions, Allison Jones On Casting Actors Golden Advice From A Legend, Audition And Forget It Why Letting Go Is A Child Actors Superpower",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-the-secret-to-audition-scenes-why-the-first-moment-of-a-scene-matters-more-than-you-think,blog_article,https://www.childactor101.com/101-blog/the-secret-to-audition-scenes-why-the-first-moment-of-a-scene-matters-more-than-you-think,audited_from_live_site,The Secret To Audition Scenes Why The First Moment Of A Scene Matters More Than You Think,Existing Child Actor 101 source content that fits the Auditions chapter and should be reviewed for classroom reuse around the topic: The Secret To Audition Scenes Why The First Moment Of A Scene Matters More Than You Think.,Auditions,lesson_candidate,import_as_is_or_lightly_update,self-tape-first-impression,Keep one canonical lesson and merge overlapping material from duplicate sources.,The Secret To Audition Scenes Why The First Moment Of A Scene Matters More Than You Think,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/d1ec19ad-d8b6-4d36-911b-7912db7e3d88/IMG_0801.png,"auditions, secret, audition, scenes, first, moment, scene, matters","The Secret To Audition Scenes Why The First Moment Of A Scene Matters More Than You Think, Auditions, auditions, secret, audition, scenes, first, moment, scene, matters","What Casting Directors Look For In The First 20 Seconds Of An Audition, Why You Must Master The First 15 Seconds Of Your Self Tape Audition, Actors Say Something Underneath Their Auditions",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-time-to-re-think-your-self-tape-backdrop-and-get-one-these-for-under-20,blog_article,https://www.childactor101.com/101-blog/time-to-re-think-your-self-tape-backdrop-and-get-one-these-for-under-20,audited_from_live_site,Time To Re Think Your Self Tape Backdrop And Get One These For Under 20,Existing Child Actor 101 source content that fits the Auditions chapter and should be reviewed for classroom reuse around the topic: Time To Re Think Your Self Tape Backdrop And Get One These For Under 20.,Auditions,lesson_candidate,import_as_is_or_lightly_update,self-tape-technical-setup,Keep one canonical lesson and merge overlapping material from duplicate sources.,Time To Re Think Your Self Tape Backdrop And Get One These For Under 20,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/432b6508-32fc-476c-911f-184ff78edefa/The+Perfect+Self+Tape+%281%29.png,"auditions, time, think, self, tape, backdrop, get, one","Time To Re Think Your Self Tape Backdrop And Get One These For Under 20, Auditions, auditions, time, think, self, tape, backdrop, get, one","How To Help Your Child Actor Self Tape Auditions While Traveling A Parents Guide To Taping In A Hotel Room, Self Tape Equipment For Child Actors, Selftapesound",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-track-your-auditions-and-expenses-for-free,blog_article,https://www.childactor101.com/101-blog/track-your-auditions-and-expenses-for-free,audited_from_live_site,Track Your Auditions And Expenses For Free,Existing Child Actor 101 source content that fits the Auditions chapter and should be reviewed for classroom reuse around the topic: Track Your Auditions And Expenses For Free.,Auditions,lesson_candidate,import_as_is_or_lightly_update,trackers-and-expenses,Keep one canonical lesson and merge overlapping material from duplicate sources.,Track Your Auditions And Expenses For Free,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/1662281691517-BDTHY9H2LD29QZW4E8QR/unsplash-image-DaMaDD48LqY.jpg,"auditions, track, expenses, free","Track Your Auditions And Expenses For Free, Auditions, auditions, track, expenses, free","Track Your Childs Auditions Expenses And More For Free 2025 Update, How To Track Auditions and Expenses, Actors Say Something Underneath Their Auditions",Imported from the live Squarespace blog.
https-www-childactor101-com-101-blog-track-your-childs-auditions-expenses-and-more-for-free-2025-update,blog_article,https://www.childactor101.com/101-blog/track-your-childs-auditions-expenses-and-more-for-free-2025-update,audited_from_live_site,Track Your Childs Auditions Expenses And More For Free 2025 Update,Existing Child Actor 101 source content that fits the Auditions chapter and should be reviewed for classroom reuse around the topic: Track Your Childs Auditions Expenses And More For Free 2025 Update.,Auditions,lesson_candidate,import_as_is_or_lightly_update,trackers-and-expenses,Keep one canonical lesson and merge overlapping material from duplicate sources.,Track Your Childs Auditions Expenses And More For Free 2025 Update,https://images.squarespace-cdn.com/content/v1/616e111657e9bc2d5ed77edc/a6d8f0f9-8b54-4f9e-9765-5ebd1e5f99b0/IMG_0165.png,"auditions, track, childs, expenses, more, free, 2025, update","Track Your Childs Auditions Expenses And More For Free 2025 Update, Auditions, auditions, track, childs, expenses, more, free, 2025, update","Track Your Auditions And Expenses For Free, How To Track Auditions and Expenses, Actors Say Something Underneath Their Auditions",Imported from the live Squarespace blog.
